City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,cabedelo,-6.9811,-34.8339,81.27,77,3,11.05,BR,1677456043
275,isangel,-19.55,169.2667,85.41,75,14,15.17,VU,1677456043
276,puro,12.4841,123.3827,78.58,81,75,19.19,PH,1677456044
277,zyryanka,65.75,150.85,-19.79,87,100,4.99,RU,1677456044
278,buchanan,5.8808,-10.0467,78.78,89,96,6.55,LR,1677456044
279,verkhnyaya inta,65.9811,60.3094,-3.93,90,7,8.48,RU,1677456044
280,luanda,-8.8368,13.2343,82.4,83,75,5.75,AO,1677456037
281,quatre cocos,-20.2078,57.7625,75.09,81,9,4.23,MU,1677456045
282,alappuzha,9.49,76.3264,72.93,73,75,6.38,IN,1677456045
283,egvekinot,66.3167,-179.1667,-6.9,96,87,2.91,RU,1677456045
284,chunoyar,57.4467,97.3217,10.4,95,100,6.62,RU,1677456046
285,peniche,39.3558,-9.3811,53.56,89,0,12.97,PT,1677456046
286,knin,44.0439,16.2,39.13,94,100,9.4,HR,1677456046
287,basavana bagevadi,16.5833,75.9667,70.48,44,0,9.6,IN,1677456047
288,sirari,-1.2333,34.4333,66.9,59,100,0.51,TZ,1677456047
289,mafinga,-7.25,35.0667,65.21,95,90,2.46,TZ,1677456048
290,port-gentil,-0.7193,8.7815,76.96,100,40,5.75,GA,1677456048
291,srednekolymsk,67.45,153.6833,-26.39,96,32,5.06,RU,1677456048
292,sioux lookout,50.1001,-91.917,14.07,44,75,5.75,CA,1677456005
293,mayo,38.8876,-76.5119,52.5,74,0,9.22,US,1677456048
294,paralimni,35.0375,33.9833,57.15,77,4,11.99,CY,1677456049
295,shanghai,31.2222,121.4581,41.94,57,0,4.0,CN,1677456049
296,mizan teferi,6.9833,35.5833,65.52,67,54,3.89,ET,1677456050
297,okhotsk,59.3833,143.3,-0.31,94,100,7.9,RU,1677456050
298,ust-kut,56.7938,105.7672,10.24,95,100,5.84,RU,1677456050
299,mount gambier,-37.8333,140.7667,62.37,70,99,7.45,AU,1677456051
300,funchal,32.6333,-16.9,63.72,84,20,4.0,PT,1677456052
301,ust-kuyga,70.0167,135.6,-27.9,94,98,3.8,RU,1677456052
302,nizhniy odes,63.6445,54.856,12.15,91,98,10.54,RU,1677456053
303,novoagansk,61.9449,76.6625,-12.33,100,98,4.36,RU,1677456053
304,thinadhoo,0.5333,72.9333,81.37,78,78,10.07,MV,1677456053
305,sur,22.5667,59.5289,74.62,54,0,5.28,OM,1677456054
306,kavaratti,10.5669,72.642,80.38,72,21,4.43,IN,1677456054
307,cam ranh,11.9214,109.1591,73.36,78,40,19.57,VN,1677456055
308,dzilam gonzalez,21.2833,-88.9333,81.39,47,0,8.01,MX,1677456055
309,shimoda,34.6667,138.95,49.1,56,47,6.82,JP,1677455841
310,tambacounda,13.7539,-13.7586,84.7,16,3,9.04,SN,1677456056
311,ovsyanka,55.9575,92.5519,11.37,93,100,8.7,RU,1677456056
312,mount isa,-20.7333,139.5,78.57,65,40,12.66,AU,1677456049
313,oranjemund,-28.55,16.4333,59.97,96,3,6.06,NA,1677456056
314,roberval,48.5168,-72.2324,13.95,85,100,8.05,CA,1677456057
315,mackay,-21.15,149.2,82.69,79,100,14.97,AU,1677456057
316,lagoa,39.05,-27.9833,55.2,62,22,36.06,PT,1677456058
317,aswan,24.0934,32.907,63.7,29,0,3.44,EG,1677456058
318,fort morgan,40.2503,-103.8,41.65,81,0,10.36,US,1677456058
319,namibe,-15.1961,12.1522,73.62,83,97,5.61,AO,1677456059
320,holme,56.1138,10.1725,32.18,83,42,5.28,DK,1677456059
321,key west,24.5557,-81.7826,79.0,65,2,5.01,US,1677456060
322,kaliua,-5.0606,31.7936,65.07,97,100,4.07,TZ,1677456060
323,dubrovnik,42.6481,18.0922,53.24,87,40,12.66,HR,1677456060
324,khorinsk,52.1657,109.7726,12.38,83,98,8.77,RU,1677456061
325,kenora,49.8167,-94.4337,20.37,45,40,9.22,CA,1677456032
326,ciudad bolivar,8.1222,-63.5497,83.89,50,57,14.94,VE,1677456019
327,nouadhibou,20.931,-17.0347,64.38,68,98,14.97,MR,1677456061
328,college,64.8569,-147.8028,1.58,73,20,5.75,US,1677456002
329,waw,7.7029,27.9953,82.11,26,64,0.83,SS,1677456062
330,saint-joseph,-21.3667,55.6167,73.78,82,7,3.8,RE,1677456062
331,comodoro rivadavia,-45.8667,-67.5,69.66,30,0,24.16,AR,1677456063
332,vao,-22.6667,167.4833,76.05,77,89,13.6,NC,1677456064
333,adrar,20.5022,-10.0711,64.18,25,94,10.31,MR,1677456064
334,anloga,5.7947,0.8973,81.99,87,44,13.38,GH,1677456065
335,kapit,2.0167,112.9333,74.77,99,97,0.16,MY,1677456066
336,lososina,48.9975,140.3106,20.93,73,98,5.06,RU,1677456066
337,bonavista,48.6499,-53.1147,8.87,76,100,26.31,CA,1677456066
338,kalmunai,7.4167,81.8167,74.17,81,80,6.58,LK,1677456067
339,karasjok,69.4719,25.5112,25.65,91,100,9.71,NO,1677456067
340,nuuk,64.1835,-51.7216,11.88,72,100,24.0,GL,1677456068
341,ballina,-28.8667,153.5667,81.79,68,78,8.08,AU,1677456068
342,inhambane,-23.865,35.3833,74.14,95,100,18.28,MZ,1677456069
343,codrington,-38.2667,141.9667,62.2,72,99,12.01,AU,1677456069
344,enshi,30.3,109.4833,42.89,81,0,0.38,CN,1677456070
345,chake chake,-5.2459,39.7666,77.22,82,99,7.85,TZ,1677456070
346,jardim,-21.4803,-56.1381,72.81,96,100,5.7,BR,1677456071
347,ushtobe,45.2514,77.9838,11.95,90,6,11.36,KZ,1677456071
348,kalmar,56.6616,16.3616,31.96,90,52,7.0,SE,1677456071
349,lorengau,-2.0226,147.2712,79.57,84,100,5.46,PG,1677456072
350,deputatskiy,69.3,139.9,-16.26,97,100,3.69,RU,1677456072
351,palmer,42.1584,-72.3287,36.14,76,100,6.91,US,1677456073
352,aklavik,68.2191,-135.0107,-2.13,93,100,9.48,CA,1677456073
353,jibuti,11.5,42.5,69.66,84,39,11.34,DJ,1677456073
354,henties bay,-22.116,14.2845,63.32,86,59,3.0,NA,1677456074
355,imeni poliny osipenko,52.4201,136.4853,10.4,91,100,3.2,RU,1677456075
356,ancud,-41.8697,-73.8203,54.27,84,19,4.7,CL,1677456075
357,fortuna,40.5982,-124.1573,49.93,64,0,9.22,US,1677456076
358,cannes,43.55,7.0167,46.4,81,100,4.61,FR,1677456076
359,santa vitoria do palmar,-33.5189,-53.3681,65.97,59,0,10.2,BR,1677456076
360,seydi,39.4816,62.9137,40.82,61,5,8.75,TM,1677456077
361,lundazi,-12.2929,33.1782,64.81,93,100,3.2,ZM,1677456077
362,moncton,46.1159,-64.8019,17.06,48,75,8.05,CA,1677455809
363,los llanos de aridane,28.6585,-17.9182,58.75,87,20,5.75,ES,1677456078
364,zirovnice,49.2532,15.1882,28.11,91,49,5.99,CZ,1677456078
365,mitu,1.1983,-70.1733,75.58,85,99,2.75,CO,1677456078
366,kruisfontein,-34.0033,24.7314,60.17,95,6,2.48,ZA,1677456079
367,flin flon,54.7682,-101.865,12.04,62,100,10.36,CA,1677456079
368,cotonou,6.3654,2.4183,81.63,87,78,12.84,BJ,1677456068
369,kapenguria,1.2511,35.0895,58.01,61,73,6.51,KE,1677456080
370,sakakah,29.9697,40.2064,62.17,35,0,9.17,SA,1677456081
371,goderich,43.7501,-81.7165,30.9,74,95,5.75,CA,1677456081
372,krynychky,48.3755,34.467,37.94,96,100,7.34,UA,1677456082
373,kimbe,-5.5502,150.1429,83.61,74,100,6.42,PG,1677456082
374,katsuura,35.1333,140.3,45.63,43,0,10.02,JP,1677456082
375,bathsheba,13.2167,-59.5167,77.61,73,20,11.5,BB,1677456083
376,krasnoarmeysk,51.0239,45.6969,34.43,100,100,7.63,RU,1677456084
377,pontes e lacerda,-15.2261,-59.3353,78.19,82,91,3.91,BR,1677456084
378,carutapera,-1.195,-46.02,76.41,91,99,5.32,BR,1677456085
379,olafsvik,64.8945,-23.7142,42.82,89,90,21.05,IS,1677456085
380,saint pete beach,27.7253,-82.7412,72.18,79,0,4.61,US,1677456086
381,ahipara,-35.1667,173.1667,68.81,81,65,3.89,NZ,1677456086
382,mabaruma,8.2,-59.7833,72.7,89,83,3.76,GY,1677456087
383,matamba,-8.9833,33.9667,57.76,87,100,2.35,TZ,1677456087
384,kedainiai,55.2883,23.9747,27.14,90,53,6.73,LT,1677456088
385,fougamou,-1.2154,10.5838,72.0,99,100,1.99,GA,1677456088
386,samarai,-10.6167,150.6667,83.95,69,97,5.41,PG,1677456088
387,labuan,5.2767,115.2417,77.36,88,20,2.3,MY,1677456089
388,metro,-5.1131,105.3067,73.44,92,97,11.01,ID,1677456089
389,plouzane,48.3833,-4.6167,39.25,68,20,12.66,FR,1677456090
390,acarau,-2.8856,-40.12,78.66,85,100,10.36,BR,1677456077
391,shaunavon,49.6501,-108.4181,28.18,73,13,15.99,CA,1677456042
392,tahoua,14.8888,5.2692,78.24,12,48,8.37,NE,1677456090
393,margate,51.3813,1.3862,41.9,67,46,5.99,GB,1677456091
394,zhuanghe,39.7008,122.9911,35.64,65,0,3.98,CN,1677456091
395,bereda,43.2686,-7.5406,37.58,83,10,10.42,ES,1677456091
396,huarmey,-10.0681,-78.1522,73.96,83,78,6.98,PE,1677456092
397,vozhega,60.4725,40.2213,19.33,94,100,8.37,RU,1677456092
398,dubti,11.7361,41.0853,76.78,65,25,12.19,ET,1677456093
399,sabha,27.0377,14.4283,66.18,24,16,9.37,LY,1677456093
400,biak,-0.9131,122.8766,79.09,77,99,3.65,ID,1677456093
401,verkhoyansk,67.5447,133.385,-7.83,98,100,5.55,RU,1677456094
402,goundam,16.4145,-3.6708,75.42,19,56,9.48,ML,1677456095
403,maryborough,-25.5333,152.7,81.1,45,96,6.62,AU,1677456095
404,camacha,33.0833,-16.3333,60.22,88,20,9.22,PT,1677456096
405,tagusao,9.1924,117.8141,79.79,76,100,5.14,PH,1677456096
406,nara,34.6851,135.8049,42.96,59,2,1.95,JP,1677456096
407,marawi,7.9986,124.2928,73.58,80,67,2.84,PH,1677456097
408,pisco,-13.7,-76.2167,75.25,69,20,10.36,PE,1677456097
409,ulaangom,49.9811,92.0667,-3.51,80,37,3.76,MN,1677456097
410,kamenka,51.3223,42.7678,33.04,99,100,7.76,RU,1677456098
411,buala,-8.145,159.5921,83.53,74,100,3.62,SB,1677456098
412,pasni,25.2631,63.471,72.3,67,2,7.29,PK,1677456098
413,lakes entrance,-37.8811,147.981,73.17,67,48,5.64,AU,1677456099
414,colchester,51.8892,0.9042,35.15,79,7,10.42,GB,1677456099
415,ahwa,20.75,73.6833,67.93,20,0,3.89,IN,1677456100
416,bay roberts,47.5999,-53.2648,9.52,60,100,5.01,CA,1677456100
417,charters towers,-20.1,146.2667,79.83,63,100,11.12,AU,1677456101
418,cognac,45.5,-0.25,35.2,55,0,16.11,FR,1677456101
419,dera bugti,29.0307,69.151,65.48,23,32,1.03,PK,1677456102
420,salamanca,40.8333,-6.0,34.0,71,9,15.19,ES,1677455824
421,sao felix do xingu,-6.6447,-51.995,74.16,93,94,2.68,BR,1677456102
422,okha,53.5739,142.9478,12.83,92,100,16.13,RU,1677456103
423,moose factory,51.2585,-80.6094,6.8,56,0,3.44,CA,1677456103
424,naze,28.3667,129.4833,58.12,58,100,17.96,JP,1677456103
425,vidim,56.4088,103.1106,5.92,96,100,8.05,RU,1677456104
426,gizo,-8.103,156.8419,84.56,71,99,6.44,SB,1677456104
427,san quintin,30.4833,-115.95,55.53,54,4,18.9,MX,1677456104
428,beira,-19.8436,34.8389,78.89,100,100,16.11,MZ,1677456105
429,clyde river,70.4692,-68.5914,-27.17,62,96,6.91,CA,1677456105
430,stornoway,58.2093,-6.3865,41.94,82,100,1.14,GB,1677456105
431,almaznyy,48.0448,40.045,38.68,89,100,11.83,RU,1677456106
432,lasa,46.6166,10.7002,31.69,77,100,2.1,IT,1677456106
433,punta alta,-38.8759,-62.0736,67.53,41,21,8.3,AR,1677455852
434,isoka,-10.1606,32.6335,62.08,97,100,3.36,ZM,1677456107
435,havelock,34.8791,-76.9013,55.38,88,75,6.91,US,1677456107
436,umm lajj,25.0213,37.2685,67.05,63,0,9.69,SA,1677456107
437,kushiro,42.975,144.3747,20.35,38,0,3.44,JP,1677456108
438,durusu,41.3053,28.6767,57.38,61,100,12.84,TR,1677456108
439,champerico,14.3,-91.9167,88.34,67,21,5.59,GT,1677456109
440,kayerkan,69.3497,87.7602,-15.7,98,48,6.58,RU,1677456109
441,morant bay,17.8815,-76.4093,83.82,77,0,11.16,JM,1677456109
442,lagos,6.5833,3.75,80.1,89,86,5.84,NG,1677455846
443,miri,4.4148,114.0089,77.14,94,40,0.0,MY,1677456110
444,moron,-34.6534,-58.6198,73.98,60,0,8.81,AR,1677456110
445,kabo,7.6994,18.629,76.6,19,80,4.65,CF,1677456110
446,beaverlodge,55.2166,-119.4361,16.95,85,100,7.07,CA,1677456111
447,tornio,65.8481,24.1466,17.62,100,99,2.59,FI,1677456111
448,ust-nera,64.5667,143.2,-17.86,96,94,3.04,RU,1677456111
449,sandviken,60.6167,16.7667,37.11,86,100,5.93,SE,1677456112
450,waharoa,-37.7667,175.7667,67.98,85,100,5.03,NZ,1677456112
451,dalbandin,28.8947,64.4101,61.81,35,0,8.16,PK,1677456113
452,shubarkuduk,49.1447,56.4872,21.24,86,50,14.23,KZ,1677456113
453,cayenne,4.9333,-52.3333,75.24,94,75,9.22,GF,1677456042
454,hays,30.0502,-98.0336,75.31,76,80,8.01,US,1677456113
455,hualmay,-11.0964,-77.6139,74.62,79,96,5.48,PE,1677456114
456,barranca,-10.75,-77.7667,74.66,75,97,6.11,PE,1677456114
457,mangan,27.5167,88.5333,51.66,71,69,7.34,IN,1677456115
458,tessalit,20.1986,1.0114,67.26,12,14,5.1,ML,1677456115
459,yelizovo,53.1873,158.3805,5.14,56,0,8.95,RU,1677456115
460,japura,-0.3167,102.35,71.87,96,99,2.57,ID,1677456116
461,nemuro,43.3236,145.575,19.6,69,6,10.4,JP,1677456081
462,qaqortoq,60.7167,-46.0333,22.68,86,100,1.66,GL,1677456116
463,podporozhye,60.9112,34.1706,14.16,87,84,8.59,RU,1677456116
464,kulhudhuffushi,6.6221,73.07,79.79,72,12,10.09,MV,1677456117
465,reconquista,-29.15,-59.65,83.05,25,0,6.13,AR,1677456117
466,inirida,3.8653,-67.9239,79.95,73,95,1.77,CO,1677456117
467,vostok,46.4856,135.8833,21.36,80,23,6.22,RU,1677456118
468,leme,-22.1856,-47.3903,74.88,89,100,1.83,BR,1677456118
469,laguna,38.421,-121.4238,49.05,90,100,11.5,US,1677456014
470,conceicao da barra,-18.5933,-39.7322,78.03,84,0,7.87,BR,1677456119
471,coos bay,43.3665,-124.2179,46.38,66,100,11.5,US,1677456032
472,svrljig,43.4133,22.1211,38.5,96,98,6.49,RS,1677456119
473,kamloops,50.6665,-120.3192,30.58,87,100,3.44,CA,1677456119
474,araouane,18.9048,-3.5265,70.16,15,79,8.46,ML,1677456120
475,klaksvik,62.2266,-6.589,45.52,79,24,10.78,FO,1677456120
476,bukama,-9.2,25.85,68.85,98,100,1.01,CD,1677456121
477,wuwei,37.9281,102.6414,35.11,46,100,1.36,CN,1677456121
478,makakilo city,21.3469,-158.0858,77.45,56,100,13.8,US,1677456068
479,malanville,11.8685,3.3899,83.7,13,37,1.88,BJ,1677456122
480,mount pleasant,32.7941,-79.8626,65.3,94,100,5.75,US,1677456061
481,lufilufi,-13.8745,-171.5986,87.58,71,4,4.85,WS,1677456122
482,vanino,49.0869,140.2543,20.7,75,98,2.77,RU,1677456123
483,bad tolz,47.7611,11.5589,27.25,90,98,9.35,DE,1677456123
484,khasan,42.4308,130.6434,34.99,55,0,2.37,RU,1677456124
485,katherine,-14.4667,132.2667,77.32,88,100,5.75,AU,1677456124
486,gigmoto,13.7796,124.39,77.47,86,69,21.85,PH,1677456124
487,diapaga,12.0708,1.7889,84.2,13,14,6.29,BF,1677456125
488,tabou,4.423,-7.3528,78.44,90,100,9.4,CI,1677456125
489,kutum,14.2,24.6667,65.05,19,6,6.71,SD,1677456126
490,gisborne,-38.6533,178.0042,61.05,96,100,1.03,NZ,1677456126
491,lotofaga,-13.9764,-171.8578,87.58,70,4,4.97,WS,1677456126
492,buy,58.4786,41.53,18.95,96,87,7.23,RU,1677456127
493,fairbanks,64.8378,-147.7164,1.6,73,20,5.75,US,1677456000
494,qui nhon,13.7667,109.2333,71.2,89,100,21.07,VN,1677456127
495,dinguiraye,11.3,-10.7167,79.48,19,0,3.31,GN,1677456128
496,sarkand,45.41,79.9186,16.56,66,6,6.17,KZ,1677456128
497,lebanon,36.2081,-86.2911,59.13,86,100,0.0,US,1677455840
498,coihueco,-36.6167,-71.8333,73.89,21,24,9.26,CL,1677456128
499,amazar,53.858,120.875,18.81,95,100,1.99,RU,1677456129
500,awbari,26.5921,12.7805,64.24,21,54,4.07,LY,1677456027
501,saint-augustin,51.226,-58.6502,-8.77,88,79,5.79,CA,1677456129
502,tiarei,-17.5333,-149.3333,89.62,76,18,13.2,PF,1677456130
503,kolo,52.2002,18.6387,28.94,90,11,8.12,PL,1677456130
504,sulechow,52.0836,15.6251,31.64,45,7,5.32,PL,1677456130
505,camaqua,-30.8511,-51.8122,69.46,90,66,4.18,BR,1677456131
506,edd,13.9297,41.6925,78.44,74,10,7.16,ER,1677456131
507,chumikan,54.7183,135.315,13.44,83,38,15.9,RU,1677456131
508,marystown,47.1666,-55.1483,11.61,70,100,16.02,CA,1677456132
509,formosa,-26.1775,-58.1781,82.38,65,0,5.75,AR,1677456132
510,manadhoo,5.7667,73.3833,80.91,64,6,16.28,MV,1677456132
511,vyshestebliyevskaya,45.1961,37.0181,50.43,72,97,19.46,RU,1677456133
512,maltahohe,-24.8333,16.9833,76.12,23,36,3.67,NA,1677456133
513,severnyy,50.677,36.5532,33.84,93,0,7.0,RU,1677456133
514,watertown,42.3709,-71.1828,36.41,78,75,8.05,US,1677456007
515,beloha,-25.1667,45.05,72.91,97,74,1.05,MG,1677456134
516,miles city,46.4083,-105.8406,32.23,87,65,3.85,US,1677456134
517,iglesias,39.3114,8.535,41.79,91,93,2.08,IT,1677456135
518,pujili,-0.95,-78.6833,59.29,59,75,14.97,EC,1677456135
519,binzhou,37.3667,118.0167,38.98,37,0,5.79,CN,1677456036
520,aykhal,66.0,111.5,-31.25,100,100,6.22,RU,1677456136
521,moerai,-22.4333,-151.3333,79.77,76,98,11.34,PF,1677456136
522,kemijarvi,66.7131,27.4306,11.16,97,100,6.24,FI,1677456136
523,bassar,9.25,0.7833,84.02,46,100,4.41,TG,1677456137
524,vilhena,-12.7406,-60.1458,77.22,83,20,8.05,BR,1677456128
525,burhanpur,21.3,76.2333,70.95,18,0,5.28,IN,1677456137
526,kaihua,23.3687,104.28,43.05,86,1,4.05,CN,1677456137
527,ditrau,46.8167,25.5167,31.19,95,100,5.37,RO,1677456138
528,asfi,32.2994,-9.2372,59.25,85,1,17.13,MA,1677456138
529,sikandarpur,26.05,84.05,58.59,39,28,1.07,IN,1677456139
530,tsabong,-26.0217,22.401,81.61,32,10,9.37,BW,1677456139
531,zhuzhou,27.8333,113.15,39.33,56,0,2.68,CN,1677456140
532,puri,19.8,85.85,73.92,74,0,4.05,IN,1677456140
533,gardez,33.5974,69.2259,37.33,66,45,1.95,AF,1677456141
534,gumdag,39.2061,54.5906,46.33,55,24,11.68,TM,1677456080
535,tuburan,6.6439,122.2736,78.89,79,100,7.34,PH,1677456141
536,magaria,12.9983,8.9099,77.32,13,62,7.83,NE,1677456142
537,isfana,39.8386,69.5306,28.96,57,1,8.59,KG,1677456142
538,zabol,32.25,67.25,45.39,58,1,7.05,AF,1677456142
539,tual,-5.6667,132.75,83.03,76,100,12.71,ID,1677456143
540,tanout,14.9709,8.8879,76.06,12,29,8.95,NE,1677456143
541,hokitika,-42.7167,170.9667,64.76,70,78,7.99,NZ,1677456144
542,crystal beach,42.8699,-79.0583,34.36,84,30,1.01,CA,1677456145
543,merrill,45.1805,-89.6835,28.17,43,0,0.0,US,1677456145
544,rio gallegos,-51.6226,-69.2181,57.25,82,20,2.3,AR,1677456145
545,hasaki,35.7333,140.8333,45.28,41,1,7.05,JP,1677456146
546,ambilobe,-13.2,49.05,72.5,96,94,2.77,MG,1677456146
547,montepuez,-13.1256,38.9997,68.09,99,100,3.02,MZ,1677456147
548,kempele,64.9131,25.5034,14.02,90,100,5.99,FI,1677456147
549,pingliang,35.5392,106.6861,34.77,90,13,0.34,CN,1677456148
550,galle,6.0367,80.217,72.77,87,100,5.32,LK,1677456148
551,seoul,37.5683,126.9778,33.24,84,0,1.14,KR,1677456013
